iter	RMSE
136	3.974939895
137	3.969502689
138	3.96535537
139	3.962861131
140	3.959488847
141	3.957445762
142	3.954228068
143	3.950941936
144	3.946928932
145	3.941805666
146	3.940108558
147	3.935857546
148	3.932947449
149	3.928551736
150	3.926800864
151	3.922131227
152	3.918883175
153	3.914254814
154	3.911441782
155	3.907413273
156	3.902867611
157	3.900450821
158	3.897817848
159	3.893996709
160	3.889600085
161	3.886215498
162	3.88564609
163	3.882899679
164	3.879854521
165	3.877191906
166	3.875176435
167	3.873099341
168	3.869218709
169	3.866142471
170	3.863404019
171	3.860584651
172	3.857336505
173	3.854516609
174	3.849618368
175	3.8466555
176	3.845482271
177	3.841819107
178	3.838054307
179	3.833107729
180	3.831753838
181	3.826233869
182	3.822135085
183	3.819055249
184	3.815275433
185	3.812572623
186	3.809263432
187	3.806831711
188	3.802525252
189	3.798641286
190	3.795266321
191	3.793386801
192	3.790380802
193	3.787369921
194	3.784742722
195	3.781472873
196	3.777582361
197	3.776025669
198	3.773415055
199	3.769890421
200	3.766553974
201	3.761963372
202	3.758193363
203	3.753723786
204	3.750007876
205	3.748688777
206	3.746847177
207	3.746207644
208	3.738850051
209	3.737179853
210	3.734899291
211	3.732322945
212	3.725084157
213	3.722231618
214	3.719913127
215	3.715112132
216	3.71069788
217	3.707317113
218	3.705689414
219	3.701875325
220	3.701471026
221	3.695401345
222	3.692973787
223	3.688497818
224	3.685482707
225	3.681568089
226	3.674778653
227	3.668805475
228	3.666637284
229	3.663129279
230	3.660675412
231	3.655824214
232	3.651184032
233	3.650945117
234	3.64602756
235	3.644344741
236	3.638296665
237	3.635033811
238	3.634811328
239	3.634620095
240	3.629252896
241	3.625646909
242	3.622189864
243	3.620318681
244	3.615269546
245	3.609914924
246	3.609496546
247	3.6049822
248	3.601663886
249	3.601233843
250	3.595861462
251	3.589788033
252	3.587574193
253	3.585478707
254	3.580789979
255	3.576196543
256	3.571540337
257	3.56755838
258	3.56510641
259	3.56177032
260	3.561473349
261	3.556800215
262	3.553053928
263	3.54896234
264	3.548210585
265	3.544964638
266	3.542653507
267	3.537535911
268	3.537300242
269	3.534321534
270	3.532007904
271	3.528782145
272	3.528419252
273	3.523998466
274	3.518745045
275	3.5125077
276	3.512374595
277	3.512010922
278	3.506644554
279	3.500527758
280	3.496025826
281	3.493660937
282	3.489979001
283	3.485533876
284	3.481805703
285	3.479331066
286	3.476709921
287	3.474207697
288	3.470780197
289	3.46768867
290	3.464424926
291	3.461724206
292	3.456081138
293	3.455907233
294	3.451507795
295	3.447199291
296	3.446918759
297	3.444694099
298	3.439399324
299	3.436283561
300	3.432872761
301	3.432601065
302	3.42922098
303	3.424595237
304	3.422601897
305	3.41888378
306	3.413587277
307	3.408773384
308	3.405653737
309	3.401781965
310	3.399954532
311	3.396844048
312	3.392727567
313	3.388633728
314	3.385198367
315	3.381903182
316	3.379861103
317	3.375586554
318	3.37013679
319	3.369567782
320	3.367097454
321	3.363700269
322	3.36015058
323	3.356088731
324	3.353928936
325	3.35262172
326	3.349677611
327	3.347563419
328	3.347408909
329	3.342943832
330	3.338472109
331	3.337282284
332	3.334539203
333	3.330766114
334	3.325221723
335	3.321898723
336	3.318986854
337	3.318566576
338	3.317188148
339	3.312630011
340	3.309045008
341	3.306369544
342	3.30315873
343	3.299390154
344	3.293593173
345	3.290780043
346	3.287793563
347	3.287560978
348	3.281270816
349	3.278059802
350	3.274978101
351	3.271524335
352	3.268542844
353	3.26359804
354	3.262260109
355	3.259698291
356	3.259564137
357	3.25730248
358	3.25531164
359	3.253680728
360	3.250469053
361	3.248408821
362	3.244007719
363	3.242548995
364	3.24227342
365	3.239682038
366	3.235199462
367	3.23153343
368	3.228186719
369	3.223369803
370	3.222867684
371	3.219439583
372	3.217790836
373	3.216257808
374	3.211932648
375	3.20898276
376	3.205148634
377	3.202293398
378	3.199137476
379	3.197327207
380	3.195409252
381	3.191123028
382	3.188360579
383	3.185078836
384	3.18491617
385	3.18173153
386	3.177495991
387	3.174079761
388	3.170154836
389	3.167036102
390	3.162533257
391	3.160332278
392	3.15898059
393	3.154266639
394	3.152580245
395	3.148774935
396	3.144916034
397	3.140977555
398	3.140272481
399	3.139043387
400	3.138922275
401	3.137221615
402	3.133697289
403	3.132917488
404	3.131075626
405	3.12693815
406	3.125122846
407	3.122752633
408	3.120505195
409	3.119984537
410	3.117285338
411	3.115220376
412	3.114426168
413	3.114298894
414	3.111124197
415	3.107030029
416	3.102959744
417	3.099222089
418	3.095210069
419	3.092174291
420	3.090843218
421	3.087433332
422	3.084289462
423	3.081547681
424	3.078454046
425	3.07282386
426	3.068968373
427	3.065533544
428	3.06288976
429	3.060921966
430	3.058217568
431	3.05544355
432	3.053788493
433	3.053661859
434	3.0497529
435	3.046269757
436	3.043442623
437	3.040733398
438	3.039959198
439	3.037355144
440	3.037216556
441	3.034738528
442	3.031676262
443	3.031546741
444	3.02688943
445	3.024551494
446	3.023473658
447	3.022423187
448	3.020573014
449	3.016218151
450	3.011322171
451	3.008070102
452	3.007952219
453	3.007731195
454	3.004713226
455	3.001627651
456	3.000593546
457	2.99681687
458	2.992197489
459	2.987979772
460	2.986614078
461	2.982876298
462	2.979105033
463	2.978228
464	2.974774475
465	2.971071306
466	2.967672295
467	2.963291461
468	2.959491964
469	2.95607846
470	2.952702447
471	2.950111695
472	2.947770824
473	2.945020963
474	2.943538432
475	2.94245581
476	2.939063077
477	2.935997797
478	2.935689961
479	2.933613645
480	2.930550623
481	2.92634742
482	2.922606819
483	2.91894736
484	2.915584704
485	2.914244992
486	2.911440282
487	2.909519155
488	2.907636298
489	2.906583123
490	2.903052456
491	2.901088673
492	2.898801073
493	2.89643034
494	2.895439417
495	2.891795405
496	2.887499243
497	2.885231585
498	2.883203229
499	2.881118879
500	2.879942989
501	2.876948977
502	2.872873433
503	2.868947613
504	2.864493104
505	2.861700667
506	2.860991486
507	2.856917924
508	2.853939423
509	2.851790192
510	2.849716691
511	2.846353475
512	2.842013303
513	2.840082114
514	2.8381513
515	2.834875168
516	2.83375207
517	2.832458039
518	2.82813689
519	2.827361244
520	2.824450947
521	2.821812661
522	2.821697978
523	2.81949734
524	2.818733918
525	2.817741911
526	2.81524212
527	2.811478848
528	2.809612434
529	2.805956793
530	2.803094417
531	2.799471604
532	2.794416845
533	2.793537374
534	2.790513205
535	2.788546757
536	2.788074982
537	2.785902148
538	2.78220338
539	2.77940757
540	2.776603626
541	2.775138785
542	2.774898529
543	2.771675023
544	2.771047162
545	2.770491092
546	2.768728959
547	2.766092559
548	2.764358133
549	2.761187856
550	2.757882736
551	2.754723412
552	2.751644364
553	2.751191955
554	2.747829236
555	2.743845997
556	2.741626325
557	2.737027976
558	2.735419708
559	2.734015061
560	2.732416816
561	2.728471776
562	2.726856608
563	2.725070244
564	2.723391539
565	2.720892813
566	2.719881275
567	2.718040023
568	2.716640625
569	2.714951246
570	2.714072522
571	2.713750694
572	2.711213262
573	2.709327748
574	2.708513161
575	2.705766872
576	2.702568879
577	2.700066951
578	2.694722485
579	2.693938307
580	2.690148725
581	2.687797378
582	2.687686752
583	2.685617877
584	2.681600427
585	2.679901467
586	2.678252622
587	2.673606853
588	2.670220924
589	2.667142951
590	2.666088914
591	2.662639862
592	2.661909317
593	2.66132415
594	2.659110043
595	2.657235135
596	2.656666512
597	2.656174177
598	2.650504931
599	2.650419465
600	2.64953065
601	2.646751589
602	2.644314737
603	2.643659093
604	2.642164056
605	2.639953237
606	2.638462924
607	2.635498263
608	2.632453839
609	2.627006529
610	2.623722479
611	2.623221173
612	2.62192659
613	2.619318271
614	2.615603769
615	2.61286589
616	2.610937479
617	2.609660032
618	2.60883972
619	2.606823257
620	2.606106368
621	2.603425519
622	2.600520938
623	2.599531038
624	2.59852037
625	2.596243147
626	2.593724684
627	2.590742145
628	2.588448028
629	2.5853652
630	2.582145613
631	2.580587088
632	2.578634668
633	2.577718153
634	2.574505084
635	2.573736047
636	2.573676436
637	2.57232057
638	2.571630997
639	2.569313745
640	2.566791976
641	2.565340922
642	2.562915933
643	2.560690561
644	2.559080822
645	2.556610932
646	2.555511033
647	2.554175839
648	2.551607943
649	2.548583612
650	2.545400141
651	2.543058833
652	2.540530277
653	2.538973324
654	2.538402543
655	2.536722617
656	2.534015205
657	2.533227224
658	2.530734057
659	2.528904428
660	2.527074148
661	2.526500315
662	2.52591476
663	2.525514231
664	2.522852524
665	2.520986542
666	2.519019951
667	2.516252519
668	2.515547016
669	2.512464206
670	2.509904301
671	2.507492479
672	2.507124
673	2.505120904
674	2.504584889
675	2.501626702
676	2.500978618
677	2.49843957
678	2.495649196
679	2.493380031
680	2.489997209
681	2.488399642
682	2.488048289
683	2.486384428
684	2.484938564
685	2.483434061
686	2.481585885
687	2.477899211
688	2.475905918
689	2.475151791
690	2.474371665
691	2.473942278
692	2.473863368
693	2.471600852
694	2.470018091
695	2.469936921
696	2.466989035
697	2.465073218
698	2.463142136
699	2.460456946
700	2.457875754
701	2.456933354
702	2.453671298
703	2.453049488
704	2.452434875
705	2.452333262
706	2.45007632
707	2.44787821
708	2.447313891
709	2.444498456
710	2.44444429
711	2.442811507
712	2.439997114
713	2.437835709
714	2.436523648
715	2.433765246
716	2.430522967
717	2.429393109
718	2.427428475
719	2.425313063
720	2.422754241
721	2.420927234
722	2.41911278
723	2.415246647
724	2.411898186
725	2.41002308
726	2.40794604
727	2.406442884
728	2.403906099
729	2.403213482
730	2.401605712
731	2.400857674
732	2.399779383
733	2.398664565
734	2.396007982
735	2.393090354
736	2.390020202
737	2.387270248
738	2.384432318
739	2.382758572
740	2.380665662
741	2.378991005
742	2.376776989
743	2.374745298
744	2.372854942
745	2.371612884
746	2.369191079
747	2.366685175
748	2.364724584
749	2.363616139
750	2.360465712
751	2.357461118
752	2.355833904
753	2.355455862
754	2.35301134
755	2.348769735
756	2.347607938
757	2.346070509
758	2.345512618
759	2.344519531
760	2.342753507
761	2.341789676
762	2.339308366
763	2.33635101
764	2.333929454
765	2.331975802
766	2.329947869
767	2.327806892
768	2.325395929
769	2.324942396
770	2.323281956
771	2.322809529
772	2.321542975
773	2.320039544
774	2.318081804
775	2.316136529
776	2.313533513
777	2.310815099
778	2.308870394
779	2.306801012
780	2.305149963
781	2.304633177
782	2.304120391
783	2.301079249
784	2.299519007
785	2.29934009
786	2.297953121
787	2.296580688
788	2.294942432
789	2.293589225
790	2.291517898
791	2.289136595
792	2.288381919
793	2.286808045
794	2.284932444
795	2.283409108
796	2.281108881
797	2.278666308
798	2.277577787
799	2.27696626
800	2.27433291
801	2.272759115
802	2.271718687
803	2.270035833
804	2.267368624
805	2.266345503
806	2.263894926
807	2.262955839
808	2.261687828
809	2.261121121
810	2.260886721
811	2.257848699
812	2.255430734
813	2.253885488
814	2.252329574
815	2.251443255
816	2.248530417
817	2.246368864
818	2.245998404
819	2.244400591
820	2.241858616
821	2.240882714
822	2.239086573
823	2.237929298
824	2.236420488
825	2.236335428
826	2.234160831
827	2.231496138
828	2.229734238
829	2.229349018
830	2.227542064
831	2.226112481
832	2.224196937
833	2.222410489
834	2.22137884
835	2.219315471
836	2.217898119
837	2.216597988
838	2.214626004
839	2.212386711
840	2.211230652
841	2.208435739
842	2.208168211
843	2.207286018
844	2.205859505
845	2.204788723
846	2.202807234
847	2.199856249
848	2.198505963
849	2.196139502
850	2.19508979
851	2.191141574
852	2.188644619
853	2.187295206
854	2.185024377
855	2.183861648
856	2.180823315
857	2.178621502
858	2.176676411
859	2.176459299
860	2.174388315
861	2.172408854
862	2.171277173
863	2.169405592
864	2.166882632
865	2.166196403
866	2.164715643
867	2.162405007
868	2.161117252
869	2.158905584
870	2.157787876
871	2.154726492
872	2.151816473
873	2.1509509
874	2.149505444
875	2.149009608
876	2.147190432
877	2.145532472
878	2.143582672
879	2.142200419
880	2.140719578
881	2.139321296
882	2.13852072
883	2.135031151
884	2.134087385
885	2.131706586
886	2.131487448
887	2.129612525
888	2.127395074
889	2.125932793
890	2.125319908
891	2.123766229
892	2.123217823
893	2.121394312
894	2.12048183
895	2.118077701
896	2.116585131
897	2.114970762
898	2.113609454
899	2.112663444
900	2.109995053
901	2.108224163
902	2.106069428
903	2.104561568
904	2.104113687
905	2.101924821
906	2.101551535
907	2.098885889
908	2.097162052
909	2.096720511
910	2.092562515
911	2.091640563
912	2.089182631
913	2.088258378
914	2.087136789
915	2.086760871
916	2.086405526
917	2.083825682
918	2.08146472
919	2.079417804
920	2.078180383
921	2.076395632
922	2.074370443
923	2.072085389
924	2.069909779
925	2.068503304
926	2.066321413
927	2.064214862
928	2.062377884
929	2.059629976
930	2.056525761
931	2.05596466
932	2.054811085
933	2.053383554
934	2.052926462
935	2.051672885
936	2.051340132
937	2.04942455
938	2.049112737
939	2.046147993
940	2.044153096
941	2.042537721
942	2.041550562
943	2.040766821
944	2.038137298
945	2.037337167
946	2.037287417
947	2.0361113
948	2.034247386
949	2.033045138
950	2.030375425
951	2.030208838
952	2.02795814
953	2.02668575
954	2.026280958
955	2.024723542
956	2.0208751
957	2.019101356
958	2.016091859
959	2.01570121
960	2.014945065
961	2.014133924
962	2.012827071
963	2.011471614
964	2.011041768
965	2.009730559
966	2.008024263
967	2.006125002
968	2.004912795
969	2.003062429
970	2.001786342
971	2.00070023
972	1.998443082
973	1.99748055
974	1.99586739
975	1.994360414
976	1.992947504
977	1.991238318
978	1.990392839
979	1.989596319
980	1.988438656
981	1.986909199
982	1.985131324
983	1.984211279
984	1.981990994
985	1.979908746
986	1.977455398
987	1.976348944
988	1.975054639
989	1.97424578
990	1.972154516
991	1.97211188
992	1.968143381
993	1.965842633
994	1.965170612
995	1.962143534
996	1.961553651
997	1.959513438
998	1.958047136
999	1.955975653
